J-Date,Date,Weekday,Symbol,Open
1400-02-23,5/13/2021,Thursday,سکه امامی,100530000
1400-02-23,5/13/2021,Thursday,سکه امامی,99200000
1400-02-25,5/15/2021,Saturday,سکه امامی,100960000
1400-02-25,5/15/2021,Saturday,سکه امامی,103260000
1400-02-26,5/16/2021,Sunday,سکه امامی,102280000
1400-02-27,5/17/2021,Monday,سکه امامی,102210000
1400-02-28,5/18/2021,Tuesday,سکه امامی,100210000
1400-02-29,5/19/2021,Wednesday,سکه امامی,101470000
1400-02-30,5/20/2021,Thursday,سکه امامی,101040000
1400-02-31,5/21/2021,Friday,سکه امامی,100780000
1400-03-01,5/22/2021,Saturday,سکه امامی,100420000
1400-03-02,5/23/2021,Sunday,سکه امامی,102220000
1400-03-03,5/24/2021,Monday,سکه امامی,100920000
1400-03-04,5/25/2021,Tuesday,سکه امامی,102620000
1400-03-05,5/26/2021,Wednesday,سکه امامی,102840000
1400-03-06,5/27/2021,Thursday,سکه امامی,103170000
1400-03-08,5/29/2021,Saturday,سکه امامی,106560000
1400-03-08,5/29/2021,Saturday,سکه امامی,106560000
1400-03-08,5/29/2021,Saturday,سکه امامی,106560000
1400-03-09,5/30/2021,Sunday,سکه امامی,108410000
1400-03-10,5/31/2021,Monday,سکه امامی,106460000
1400-03-11,6/1/2021,Tuesday,سکه امامی,108460000
1400-03-11,6/1/2021,Tuesday,سکه امامی,108240000
1400-03-12,6/2/2021,Wednesday,سکه امامی,107680000
1400-03-13,6/3/2021,Thursday,سکه امامی,107480000
1400-03-16,6/6/2021,Sunday,سکه امامی,107740000
1400-03-17,6/7/2021,Monday,سکه امامی,107860000
1400-03-18,6/8/2021,Tuesday,سکه امامی,107520000
1400-03-19,6/9/2021,Wednesday,سکه امامی,106770000
1400-03-20,6/10/2021,Thursday,سکه امامی,106770000
1400-03-21,6/11/2021,Friday,سکه امامی,105070000
1400-03-22,6/12/2021,Saturday,سکه امامی,106670000
1400-03-23,6/13/2021,Sunday,سکه امامی,106570000
1400-03-24,6/14/2021,Monday,سکه امامی,106380000
1400-03-25,6/15/2021,Tuesday,سکه امامی,106340000
1400-03-26,6/16/2021,Wednesday,سکه امامی,107520000
1400-03-27,6/17/2021,Thursday,سکه امامی,108030000
1400-03-28,6/18/2021,Friday,سکه امامی,108060000
1400-03-29,6/19/2021,Saturday,سکه امامی,101110000
1400-03-30,6/20/2021,Sunday,سکه امامی,102970000
1400-03-31,6/21/2021,Monday,سکه امامی,103760000
1400-04-01,6/22/2021,Tuesday,سکه امامی,103710000
1400-04-02,6/23/2021,Wednesday,سکه امامی,102830000
1400-04-03,6/24/2021,Thursday,سکه امامی,102830000
1400-04-04,6/25/2021,Friday,سکه امامی,104000000
1400-04-05,6/26/2021,Saturday,سکه امامی,105510000
1400-04-06,6/27/2021,Sunday,سکه امامی,106660000
1400-04-07,6/28/2021,Monday,سکه امامی,107980000
1400-04-08,6/29/2021,Tuesday,سکه امامی,107720000
1400-04-09,6/30/2021,Wednesday,سکه امامی,108230000
1400-04-10,7/1/2021,Thursday,سکه امامی,107940000
1400-04-11,7/2/2021,Friday,سکه امامی,107770000
1400-04-12,7/3/2021,Saturday,سکه امامی,108070000
1400-04-13,7/4/2021,Sunday,سکه امامی,106410000
1400-04-14,7/5/2021,Monday,سکه امامی,107030000
1400-04-15,7/6/2021,Tuesday,سکه امامی,106620000
1400-04-16,7/7/2021,Wednesday,سکه امامی,106860000
1400-04-18,7/9/2021,Friday,سکه امامی,106740000
1400-04-19,7/10/2021,Saturday,سکه امامی,106240000
1400-04-20,7/11/2021,Sunday,سکه امامی,106870000
1400-04-21,7/12/2021,Monday,سکه امامی,106440000
1400-04-22,7/13/2021,Tuesday,سکه امامی,106030000
1400-04-23,7/14/2021,Wednesday,سکه امامی,106020000
1400-04-24,7/15/2021,Thursday,سکه امامی,105980000
1400-04-25,7/16/2021,Friday,سکه امامی,105990000
1400-04-26,7/17/2021,Saturday,سکه امامی,105220000
1400-04-27,7/18/2021,Sunday,سکه امامی,105140000
1400-04-28,7/19/2021,Monday,سکه امامی,105070000
1400-04-29,7/20/2021,Tuesday,سکه امامی,105960000
1400-04-30,7/21/2021,Wednesday,سکه امامی,105930000
1400-04-31,7/22/2021,Thursday,سکه امامی,105980000
1400-05-01,7/23/2021,Friday,سکه امامی,105840000
1400-05-02,7/24/2021,Saturday,سکه امامی,106740000
1400-05-03,7/25/2021,Sunday,سکه امامی,106990000
1400-05-04,7/26/2021,Monday,سکه امامی,109860000
1400-05-05,7/27/2021,Tuesday,سکه امامی,111180000
1400-05-06,7/28/2021,Wednesday,سکه امامی,111580000
1400-05-08,7/30/2021,Friday,سکه امامی,113680000
1400-05-09,7/31/2021,Saturday,سکه امامی,114020000
1400-05-10,8/1/2021,Sunday,سکه امامی,112690000
1400-05-11,8/2/2021,Monday,سکه امامی,112330000
1400-05-12,8/3/2021,Tuesday,سکه امامی,112230000
1400-05-13,8/4/2021,Wednesday,سکه امامی,112630000
1400-05-14,8/5/2021,Thursday,سکه امامی,113380000
1400-05-15,8/6/2021,Friday,سکه امامی,109960000
1400-05-16,8/7/2021,Saturday,سکه امامی,111460000
1400-05-17,8/8/2021,Sunday,سکه امامی,111690000
1400-05-18,8/9/2021,Monday,سکه امامی,112520000
1400-05-19,8/10/2021,Tuesday,سکه امامی,115490000
1400-05-20,8/11/2021,Wednesday,سکه امامی,115310000
1400-05-21,8/12/2021,Thursday,سکه امامی,115620000
1400-05-22,8/13/2021,Friday,سکه امامی,116820000
1400-05-23,8/14/2021,Saturday,سکه امامی,117620000
1400-05-24,8/15/2021,Sunday,سکه امامی,118140000
1400-05-25,8/16/2021,Monday,سکه امامی,118130000
1400-05-26,8/17/2021,Tuesday,سکه امامی,118170000
1400-05-29,8/20/2021,Friday,سکه امامی,118160000
1400-05-30,8/21/2021,Saturday,سکه امامی,120870000
1400-05-31,8/22/2021,Sunday,سکه امامی,119630000
1400-06-01,8/23/2021,Monday,سکه امامی,121290000
1400-06-02,8/24/2021,Tuesday,سکه امامی,121040000
1400-06-03,8/25/2021,Wednesday,سکه امامی,120060000
1400-06-04,8/26/2021,Thursday,سکه امامی,119560000
1400-06-05,8/27/2021,Friday,سکه امامی,123140000
1400-06-06,8/28/2021,Saturday,سکه امامی,121510000
1400-06-07,8/29/2021,Sunday,سکه امامی,118410000
1400-06-08,8/30/2021,Monday,سکه امامی,120070000
1400-06-09,8/31/2021,Tuesday,سکه امامی,120120000
1400-06-10,9/1/2021,Wednesday,سکه امامی,119020000
1400-06-11,9/2/2021,Thursday,سکه امامی,119790000
1400-06-12,9/3/2021,Friday,سکه امامی,120330000
1400-06-13,9/4/2021,Saturday,سکه امامی,119810000
1400-06-14,9/5/2021,Sunday,سکه امامی,120540000
1400-06-15,9/6/2021,Monday,سکه امامی,121020000
1400-06-16,9/7/2021,Tuesday,سکه امامی,121690000
1400-06-17,9/8/2021,Wednesday,سکه امامی,121640000
1400-06-18,9/9/2021,Thursday,سکه امامی,122040000
1400-06-19,9/10/2021,Friday,سکه امامی,121590000
1400-06-20,9/11/2021,Saturday,سکه امامی,120610000
1400-06-21,9/12/2021,Sunday,سکه امامی,118380000
1400-06-22,9/13/2021,Monday,سکه امامی,119820000
1400-06-23,9/14/2021,Tuesday,سکه امامی,119610000
1400-06-24,9/15/2021,Wednesday,سکه امامی,119340000
1400-06-25,9/16/2021,Thursday,سکه امامی,118060000
1400-06-26,9/17/2021,Friday,سکه امامی,118020000
1400-06-27,9/18/2021,Saturday,سکه امامی,117530000
1400-06-28,9/19/2021,Sunday,سکه امامی,118180000
1400-06-29,9/20/2021,Monday,سکه امامی,118660000
1400-06-30,9/21/2021,Tuesday,سکه امامی,118660000
1400-06-31,9/22/2021,Wednesday,سکه امامی,118630000
1400-07-01,9/23/2021,Thursday,سکه امامی,118190000
1400-07-01,9/23/2021,Thursday,سکه امامی,118640000
1400-07-03,9/25/2021,Saturday,سکه امامی,118670000
1400-07-03,9/25/2021,Saturday,سکه امامی,118670000
1400-07-06,9/28/2021,Tuesday,سکه امامی,118660000
1400-07-07,9/29/2021,Wednesday,سکه امامی,118880000
1400-07-08,9/30/2021,Thursday,سکه امامی,118630000
1400-07-08,9/30/2021,Thursday,سکه امامی,118640000
1400-07-09,10/1/2021,Friday,سکه امامی,118660000
1400-07-10,10/2/2021,Saturday,سکه امامی,118810000
1400-07-11,10/3/2021,Sunday,سکه امامی,118640000
1400-07-11,10/3/2021,Sunday,سکه امامی,118640000
1400-07-12,10/4/2021,Monday,سکه امامی,118890000
1400-07-13,10/5/2021,Tuesday,سکه امامی,118270000
1400-07-14,10/6/2021,Wednesday,سکه امامی,117570000
1400-07-17,10/9/2021,Saturday,سکه امامی,117990000
1400-07-17,10/9/2021,Saturday,سکه امامی,116410000
1400-07-19,10/11/2021,Monday,سکه امامی,118290000
1400-07-19,10/11/2021,Monday,سکه امامی,116520000
1400-07-20,10/12/2021,Tuesday,سکه امامی,116390000
1400-07-21,10/13/2021,Wednesday,سکه امامی,117830000
1400-07-22,10/14/2021,Thursday,سکه امامی,117160000
1400-07-23,10/15/2021,Friday,سکه امامی,117570000
1400-07-24,10/16/2021,Saturday,سکه امامی,117870000
1400-07-25,10/17/2021,Sunday,سکه امامی,115560000
1400-07-26,10/18/2021,Monday,سکه امامی,116320000
1400-07-27,10/19/2021,Tuesday,سکه امامی,117100000
1400-07-28,10/20/2021,Wednesday,سکه امامی,117220000
1400-07-29,10/21/2021,Thursday,سکه امامی,117690000
1400-07-30,10/22/2021,Friday,سکه امامی,118630000
1400-08-01,10/23/2021,Saturday,سکه امامی,118790000
1400-08-02,10/24/2021,Sunday,سکه امامی,118760000
1400-08-03,10/25/2021,Monday,سکه امامی,118060000
1400-08-04,10/26/2021,Tuesday,سکه امامی,118270000
1400-08-05,10/27/2021,Wednesday,سکه امامی,118680000
1400-08-06,10/28/2021,Thursday,سکه امامی,118620000
1400-08-07,10/29/2021,Friday,سکه امامی,118630000
1400-08-08,10/30/2021,Saturday,سکه امامی,117930000
1400-08-09,10/31/2021,Sunday,سکه امامی,118160000
1400-08-10,11/1/2021,Monday,سکه امامی,117570000
1400-08-11,11/2/2021,Tuesday,سکه امامی,117900000
1400-08-12,11/3/2021,Wednesday,سکه امامی,118030000
1400-08-13,11/4/2021,Thursday,سکه امامی,118210000
1400-08-14,11/5/2021,Friday,سکه امامی,118690000
1400-08-15,11/6/2021,Saturday,سکه امامی,120700000
1400-08-16,11/7/2021,Sunday,سکه امامی,121990000
1400-08-17,11/8/2021,Monday,سکه امامی,121560000
1400-08-18,11/9/2021,Tuesday,سکه امامی,122530000
1400-08-19,11/10/2021,Wednesday,سکه امامی,124510000
1400-08-20,11/11/2021,Thursday,سکه امامی,125390000
1400-08-21,11/12/2021,Friday,سکه امامی,126240000
1400-08-22,11/13/2021,Saturday,سکه امامی,126950000
1400-08-23,11/14/2021,Sunday,سکه امامی,125260000
1400-08-24,11/15/2021,Monday,سکه امامی,124920000
1400-08-25,11/16/2021,Tuesday,سکه امامی,126220000
1400-08-26,11/17/2021,Wednesday,سکه امامی,125210000
1400-08-27,11/18/2021,Thursday,سکه امامی,124790000
1400-08-28,11/19/2021,Friday,سکه امامی,124180000
1400-08-29,11/20/2021,Saturday,سکه امامی,124120000
1400-08-30,11/21/2021,Sunday,سکه امامی,124440000
1400-09-01,11/22/2021,Monday,سکه امامی,124930000
1400-09-02,11/23/2021,Tuesday,سکه امامی,125840000
1400-09-03,11/24/2021,Wednesday,سکه امامی,125760000
1400-09-04,11/25/2021,Thursday,سکه امامی,125710000
1400-09-05,11/26/2021,Friday,سکه امامی,126690000
1400-09-06,11/27/2021,Saturday,سکه امامی,125260000
1400-09-07,11/28/2021,Sunday,سکه امامی,126580000
1400-09-08,11/29/2021,Monday,سکه امامی,127000000
1400-09-09,11/30/2021,Tuesday,سکه امامی,126130000
1400-09-10,12/1/2021,Wednesday,سکه امامی,126040000
1400-09-11,12/2/2021,Thursday,سکه امامی,126260000
1400-09-12,12/3/2021,Friday,سکه امامی,130040000
1400-09-13,12/4/2021,Saturday,سکه امامی,130890000
1400-09-14,12/5/2021,Sunday,سکه امامی,131050000
1400-09-15,12/6/2021,Monday,سکه امامی,132480000
1400-09-16,12/7/2021,Tuesday,سکه امامی,131820000
1400-09-17,12/8/2021,Wednesday,سکه امامی,131480000
1400-09-18,12/9/2021,Thursday,سکه امامی,131650000
1400-09-19,12/10/2021,Friday,سکه امامی,131800000
1400-09-20,12/11/2021,Saturday,سکه امامی,131020000
1400-09-21,12/12/2021,Sunday,سکه امامی,130440000
1400-09-22,12/13/2021,Monday,سکه امامی,129680000
1400-09-23,12/14/2021,Tuesday,سکه امامی,134290000
1400-09-24,12/15/2021,Wednesday,سکه امامی,132380000
1400-09-25,12/16/2021,Thursday,سکه امامی,131980000
1400-09-26,12/17/2021,Friday,سکه امامی,131750000
1400-09-27,12/18/2021,Saturday,سکه امامی,130200000
1400-09-28,12/19/2021,Sunday,سکه امامی,129920000
1400-09-29,12/20/2021,Monday,سکه امامی,131530000
1400-09-30,12/21/2021,Tuesday,سکه امامی,132570000
1400-10-01,12/22/2021,Wednesday,سکه امامی,132480000
1400-10-02,12/23/2021,Thursday,سکه امامی,132220000
1400-10-03,12/24/2021,Friday,سکه امامی,131320000
1400-10-04,12/25/2021,Saturday,سکه امامی,130670000
1400-10-05,12/26/2021,Sunday,سکه امامی,130990000
1400-10-06,12/27/2021,Monday,سکه امامی,130530000
1400-10-07,12/28/2021,Tuesday,سکه امامی,130540000
1400-10-08,12/29/2021,Wednesday,سکه امامی,131030000
1400-10-09,12/30/2021,Thursday,سکه امامی,131290000
1400-10-10,12/31/2021,Friday,سکه امامی,131320000
1400-10-11,1/1/2022,Saturday,سکه امامی,130840000
1400-10-12,1/2/2022,Sunday,سکه امامی,130570000
1400-10-13,1/3/2022,Monday,سکه امامی,130340000
1400-10-14,1/4/2022,Tuesday,سکه امامی,128500000
1400-10-15,1/5/2022,Wednesday,سکه امامی,128860000
1400-10-17,1/7/2022,Friday,سکه امامی,128040000
1400-10-18,1/8/2022,Saturday,سکه امامی,124540000
1400-10-19,1/9/2022,Sunday,سکه امامی,121730000
1400-10-20,1/10/2022,Monday,سکه امامی,122390000
1400-10-21,1/11/2022,Tuesday,سکه امامی,122740000
1400-10-22,1/12/2022,Wednesday,سکه امامی,123110000
1400-10-23,1/13/2022,Thursday,سکه امامی,124030000
1400-10-24,1/14/2022,Friday,سکه امامی,123840000
1400-10-25,1/15/2022,Saturday,سکه امامی,122020000
1400-10-26,1/16/2022,Sunday,سکه امامی,120810000
1400-10-27,1/17/2022,Monday,سکه امامی,120630000
1400-10-28,1/18/2022,Tuesday,سکه امامی,120820000
1400-10-29,1/19/2022,Wednesday,سکه امامی,122590000
1400-10-30,1/20/2022,Thursday,سکه امامی,123030000
1400-11-01,1/21/2022,Friday,سکه امامی,122960000
1400-11-02,1/22/2022,Saturday,سکه امامی,122640000
1400-11-03,1/23/2022,Sunday,سکه امامی,124230000
1400-11-04,1/24/2022,Monday,سکه امامی,123730000
1400-11-05,1/25/2022,Tuesday,سکه امامی,124310000
1400-11-06,1/26/2022,Wednesday,سکه امامی,122760000
1400-11-07,1/27/2022,Thursday,سکه امامی,122860000
1400-11-08,1/28/2022,Friday,سکه امامی,123880000
1400-11-09,1/29/2022,Saturday,سکه امامی,122460000
1400-11-10,1/30/2022,Sunday,سکه امامی,122320000
1400-11-11,1/31/2022,Monday,سکه امامی,121190000
1400-11-12,2/1/2022,Tuesday,سکه امامی,120840000
1400-11-13,2/2/2022,Wednesday,سکه امامی,121320000
1400-11-14,2/3/2022,Thursday,سکه امامی,121180000
1400-11-15,2/4/2022,Friday,سکه امامی,119570000
1400-11-16,2/5/2022,Saturday,سکه امامی,117630000
1400-11-17,2/6/2022,Sunday,سکه امامی,118920000
1400-11-18,2/7/2022,Monday,سکه امامی,117570000
1400-11-19,2/8/2022,Tuesday,سکه امامی,116860000
1400-11-20,2/9/2022,Wednesday,سکه امامی,116510000
1400-11-21,2/10/2022,Thursday,سکه امامی,116290000
1400-11-22,2/11/2022,Friday,سکه امامی,119230000
1400-11-23,2/12/2022,Saturday,سکه امامی,119870000
1400-11-24,2/13/2022,Sunday,سکه امامی,121370000
1400-11-26,2/15/2022,Tuesday,سکه امامی,120660000
1400-11-27,2/16/2022,Wednesday,سکه امامی,119180000
1400-11-29,2/18/2022,Friday,سکه امامی,117370000
1400-11-30,2/19/2022,Saturday,سکه امامی,117380000
1400-12-01,2/20/2022,Sunday,سکه امامی,116820000
1400-12-02,2/21/2022,Monday,سکه امامی,118320000
1400-12-03,2/22/2022,Tuesday,سکه امامی,118730000
1400-12-04,2/23/2022,Wednesday,سکه امامی,120280000
1400-12-05,2/24/2022,Thursday,سکه امامی,121690000
1400-12-06,2/25/2022,Friday,سکه امامی,120120000
1400-12-07,2/26/2022,Saturday,سکه امامی,119580000
1400-12-08,2/27/2022,Sunday,سکه امامی,120240000
1400-12-09,2/28/2022,Monday,سکه امامی,120180000
1400-12-10,3/1/2022,Tuesday,سکه امامی,120580000
1400-12-11,3/2/2022,Wednesday,سکه امامی,119340000
1400-12-12,3/3/2022,Thursday,سکه امامی,119720000
1400-12-13,3/4/2022,Friday,سکه امامی,120170000
1400-12-14,3/5/2022,Saturday,سکه امامی,119240000
1400-12-15,3/6/2022,Sunday,سکه امامی,118990000
1400-12-16,3/7/2022,Monday,سکه امامی,121520000
1400-12-17,3/8/2022,Tuesday,سکه امامی,123790000
1400-12-18,3/9/2022,Wednesday,سکه امامی,121830000
1400-12-19,3/10/2022,Thursday,سکه امامی,122110000
1400-12-20,3/11/2022,Friday,سکه امامی,122020000
1400-12-21,3/12/2022,Saturday,سکه امامی,123060000
1400-12-22,3/13/2022,Sunday,سکه امامی,124890000
1400-12-23,3/14/2022,Monday,سکه امامی,125160000
1400-12-24,3/15/2022,Tuesday,سکه امامی,124520000
1400-12-25,3/16/2022,Wednesday,سکه امامی,123220000
1400-12-26,3/17/2022,Thursday,سکه امامی,124080000
1401-01-05,3/25/2022,Friday,سکه امامی,123760000
1401-01-06,3/26/2022,Saturday,سکه امامی,123770000
1401-01-07,3/27/2022,Sunday,سکه امامی,124520000
1401-01-08,3/28/2022,Monday,سکه امامی,124510000
1401-01-09,3/29/2022,Tuesday,سکه امامی,124510000
1401-01-10,3/30/2022,Wednesday,سکه امامی,125010000
1401-01-11,3/31/2022,Thursday,سکه امامی,125190000
1401-01-13,4/2/2022,Saturday,سکه امامی,125020000
1401-01-14,4/3/2022,Sunday,سکه امامی,124240000
1401-01-15,4/4/2022,Monday,سکه امامی,125590000
1401-01-16,4/5/2022,Tuesday,سکه امامی,126130000
1401-01-17,4/6/2022,Wednesday,سکه امامی,127990000
1401-01-18,4/7/2022,Thursday,سکه امامی,128160000
1401-01-19,4/8/2022,Friday,سکه امامی,128020000
1401-01-20,4/9/2022,Saturday,سکه امامی,128780000
1401-01-21,4/10/2022,Sunday,سکه امامی,131270000
1401-01-22,4/11/2022,Monday,سکه امامی,133660000
1401-01-23,4/12/2022,Tuesday,سکه امامی,131390000
1401-01-24,4/13/2022,Wednesday,سکه امامی,131410000
1401-01-25,4/14/2022,Thursday,سکه امامی,130920000
1401-01-26,4/15/2022,Friday,سکه امامی,130440000
1401-01-27,4/16/2022,Saturday,سکه امامی,134070000
1401-01-28,4/17/2022,Sunday,سکه امامی,134910000
1401-01-29,4/18/2022,Monday,سکه امامی,131930000
1401-01-30,4/19/2022,Tuesday,سکه امامی,130130000
1401-01-31,4/20/2022,Wednesday,سکه امامی,131150000
1401-02-01,4/21/2022,Thursday,سکه امامی,131690000
1401-02-03,4/23/2022,Saturday,سکه امامی,130790000
1401-02-04,4/24/2022,Sunday,سکه امامی,130630000
1401-02-05,4/25/2022,Monday,سکه امامی,129990000
1401-02-06,4/26/2022,Tuesday,سکه امامی,130910000
1401-02-07,4/27/2022,Wednesday,سکه امامی,130630000
1401-02-08,4/28/2022,Thursday,سکه امامی,131490000
1401-02-09,4/29/2022,Friday,سکه امامی,131290000
1401-02-10,4/30/2022,Saturday,سکه امامی,130640000
1401-02-11,5/1/2022,Sunday,سکه امامی,130920000
1401-02-12,5/2/2022,Monday,سکه امامی,131050000
1401-02-14,5/4/2022,Wednesday,سکه امامی,131610000
1401-02-15,5/5/2022,Thursday,سکه امامی,131940000
1401-02-16,5/6/2022,Friday,سکه امامی,132430000
1401-02-17,5/7/2022,Saturday,سکه امامی,133530000
1401-02-18,5/8/2022,Sunday,سکه امامی,133610000
1401-02-19,5/9/2022,Monday,سکه امامی,133130000
1401-02-21,5/11/2022,Wednesday,سکه امامی,134950000
1401-02-21,5/11/2022,Wednesday,سکه امامی,134090000
1401-02-22,5/12/2022,Thursday,سکه امامی,147950000
1401-02-23,5/13/2022,Friday,سکه امامی,143950000
1401-02-24,5/14/2022,Saturday,سکه امامی,140930000
1401-02-25,5/15/2022,Sunday,سکه امامی,145110000
1401-02-26,5/16/2022,Monday,سکه امامی,142630000
1401-02-27,5/17/2022,Tuesday,سکه امامی,141920000
1401-02-28,5/18/2022,Wednesday,سکه امامی,141060000
1401-02-29,5/19/2022,Thursday,سکه امامی,140920000
1401-02-30,5/20/2022,Friday,سکه امامی,142105000
1401-02-31,5/21/2022,Saturday,سکه امامی,144490000
1401-03-01,5/22/2022,Sunday,سکه امامی,143620000
1401-03-02,5/23/2022,Monday,سکه امامی,145050000
1401-03-03,5/24/2022,Tuesday,سکه امامی,144020000
1401-03-04,5/25/2022,Wednesday,سکه امامی,144530000
1401-03-06,5/27/2022,Friday,سکه امامی,146960000
1401-03-07,5/28/2022,Saturday,سکه امامی,146430000
1401-03-08,5/29/2022,Sunday,سکه امامی,148740000
1401-03-09,5/30/2022,Monday,سکه امامی,150930000
1401-03-10,5/31/2022,Tuesday,سکه امامی,149900000
1401-03-11,6/1/2022,Wednesday,سکه امامی,154630000
1401-03-12,6/2/2022,Thursday,سکه امامی,153020000
1401-03-15,6/5/2022,Sunday,سکه امامی,150990000
1401-03-16,6/6/2022,Monday,سکه امامی,149450000
1401-03-17,6/7/2022,Tuesday,سکه امامی,149510000
1401-03-18,6/8/2022,Wednesday,سکه امامی,155730000
1401-03-19,6/9/2022,Thursday,سکه امامی,149450000
1401-03-20,6/10/2022,Friday,سکه امامی,155260000
1401-03-21,6/11/2022,Saturday,سکه امامی,163270000
1401-03-22,6/12/2022,Sunday,سکه امامی,160860000
1401-03-23,6/13/2022,Monday,سکه امامی,159940000
1401-03-24,6/14/2022,Tuesday,سکه امامی,154990000
1401-03-25,6/15/2022,Wednesday,سکه امامی,151020000
1401-03-26,6/16/2022,Thursday,سکه امامی,151380000
1401-03-27,6/17/2022,Friday,سکه امامی,152510000
1401-03-28,6/18/2022,Saturday,سکه امامی,155960000
1401-03-29,6/19/2022,Sunday,سکه امامی,154000000
1401-03-30,6/20/2022,Monday,سکه امامی,154080000
1401-03-31,6/21/2022,Tuesday,سکه امامی,155150000
1401-04-01,6/22/2022,Wednesday,سکه امامی,155520000
1401-04-02,6/23/2022,Thursday,سکه امامی,155590000
1401-04-03,6/24/2022,Friday,سکه امامی,155030000
1401-04-04,6/25/2022,Saturday,سکه امامی,150880000
1401-04-05,6/26/2022,Sunday,سکه امامی,146980000
1401-04-06,6/27/2022,Monday,سکه امامی,144440000
1401-04-07,6/28/2022,Tuesday,سکه امامی,144100000
1401-04-08,6/29/2022,Wednesday,سکه امامی,145950000
1401-04-09,6/30/2022,Thursday,سکه امامی,156020000
1401-04-10,7/1/2022,Friday,سکه امامی,155850000
1401-04-11,7/2/2022,Saturday,سکه امامی,156550000
1401-04-12,7/3/2022,Sunday,سکه امامی,152970000
1401-04-13,7/4/2022,Monday,سکه امامی,152420000
1401-04-14,7/5/2022,Tuesday,سکه امامی,150040000
1401-04-15,7/6/2022,Wednesday,سکه امامی,148250000
1401-04-16,7/7/2022,Thursday,سکه امامی,150040000
1401-04-17,7/8/2022,Friday,سکه امامی,150100000
1401-04-18,7/9/2022,Saturday,سکه امامی,150280000
1401-04-19,7/10/2022,Sunday,سکه امامی,150300000
1401-04-20,7/11/2022,Monday,سکه امامی,150070000
1401-04-21,7/12/2022,Tuesday,سکه امامی,149540000
1401-04-22,7/13/2022,Wednesday,سکه امامی,150980000
1401-04-23,7/14/2022,Thursday,سکه امامی,150770000
1401-04-24,7/15/2022,Friday,سکه امامی,150170000
1401-04-25,7/16/2022,Saturday,سکه امامی,149150000
1401-04-26,7/17/2022,Sunday,سکه امامی,150610000
1401-04-27,7/18/2022,Monday,سکه امامی,150530000
1401-04-28,7/19/2022,Tuesday,سکه امامی,149360000
1401-04-29,7/20/2022,Wednesday,سکه امامی,148030000
1401-04-30,7/21/2022,Thursday,سکه امامی,148100000
1401-04-31,7/22/2022,Friday,سکه امامی,149790000
1401-05-01,7/23/2022,Saturday,سکه امامی,149520000
1401-05-02,7/24/2022,Sunday,سکه امامی,148710000
1401-05-03,7/25/2022,Monday,سکه امامی,147840000
1401-05-04,7/26/2022,Tuesday,سکه امامی,148310000
1401-05-05,7/27/2022,Wednesday,سکه امامی,148830000
1401-05-06,7/28/2022,Thursday,سکه امامی,148580000
1401-05-07,7/29/2022,Friday,سکه امامی,150220000
1401-05-08,7/30/2022,Saturday,سکه امامی,149790000
1401-05-09,7/31/2022,Sunday,سکه امامی,148690000
1401-05-10,8/1/2022,Monday,سکه امامی,148610000
1401-05-11,8/2/2022,Tuesday,سکه امامی,148140000
1401-05-12,8/3/2022,Wednesday,سکه امامی,147690000
1401-05-13,8/4/2022,Thursday,سکه امامی,148620000
1401-05-14,8/5/2022,Friday,سکه امامی,147960000
1401-05-15,8/6/2022,Saturday,سکه امامی,148060000
1401-05-17,8/8/2022,Monday,سکه امامی,149370000
1401-05-18,8/9/2022,Tuesday,سکه امامی,148440000
1401-05-19,8/10/2022,Wednesday,سکه امامی,147710000
1401-05-20,8/11/2022,Thursday,سکه امامی,148900000
1401-05-21,8/12/2022,Friday,سکه امامی,147580000
1401-05-22,8/13/2022,Saturday,سکه امامی,143770000
1401-05-23,8/14/2022,Sunday,سکه امامی,142870000
1401-05-24,8/15/2022,Monday,سکه امامی,140470000
1401-05-25,8/16/2022,Tuesday,سکه امامی,140260000
1401-05-26,8/17/2022,Wednesday,سکه امامی,136510000
1401-05-27,8/18/2022,Thursday,سکه امامی,137130000
1401-05-28,8/19/2022,Friday,سکه امامی,135820000
1401-05-29,8/20/2022,Saturday,سکه امامی,126910000
1401-05-30,8/21/2022,Sunday,سکه امامی,133460000
1401-05-31,8/22/2022,Monday,سکه امامی,135480000
1401-06-01,8/23/2022,Tuesday,سکه امامی,136730000
1401-06-02,8/24/2022,Wednesday,سکه امامی,137590000
1401-06-03,8/25/2022,Thursday,سکه امامی,139310000
1401-06-04,8/26/2022,Friday,سکه امامی,138890000
1401-06-05,8/27/2022,Saturday,سکه امامی,139750000
1401-06-06,8/28/2022,Sunday,سکه امامی,138130000
1401-06-07,8/29/2022,Monday,سکه امامی,136970000
1401-06-08,8/30/2022,Tuesday,سکه امامی,136490000
1401-06-09,8/31/2022,Wednesday,سکه امامی,137200000
1401-06-10,9/1/2022,Thursday,سکه امامی,136540000
1401-06-11,9/2/2022,Friday,سکه امامی,139150000
1401-06-12,9/3/2022,Saturday,سکه امامی,139440000
1401-06-13,9/4/2022,Sunday,سکه امامی,139610000
1401-06-14,9/5/2022,Monday,سکه امامی,139750000
1401-06-15,9/6/2022,Tuesday,سکه امامی,138630000
1401-06-16,9/7/2022,Wednesday,سکه امامی,139210000
1401-06-17,9/8/2022,Thursday,سکه امامی,139600000
1401-06-18,9/9/2022,Friday,سکه امامی,140700000
