J-Date,Date,Weekday,Symbol,Close
1396-05-13,8/4/2017,Friday,سکه امامی,12181500
1396-05-14,8/5/2017,Saturday,سکه امامی,12147500
1396-05-15,8/6/2017,Sunday,سکه امامی,12182500
1396-05-16,8/7/2017,Monday,سکه امامی,12204500
1396-05-17,8/8/2017,Tuesday,سکه امامی,12199000
1396-05-18,8/9/2017,Wednesday,سکه امامی,12219000
1396-05-20,8/11/2017,Friday,سکه امامی,12235500
1396-05-21,8/12/2017,Saturday,سکه امامی,12226000
1396-05-22,8/13/2017,Sunday,سکه امامی,12177000
1396-05-23,8/14/2017,Monday,سکه امامی,12130000
1396-05-24,8/15/2017,Tuesday,سکه امامی,12122000
1396-05-25,8/16/2017,Wednesday,سکه امامی,12122000
1396-05-27,8/18/2017,Friday,سکه امامی,12088000
1396-05-28,8/19/2017,Saturday,سکه امامی,12073000
1396-05-29,8/20/2017,Sunday,سکه امامی,12141000
1396-05-30,8/21/2017,Monday,سکه امامی,12107000
1396-05-31,8/22/2017,Tuesday,سکه امامی,12106000
1396-06-01,8/23/2017,Wednesday,سکه امامی,12122000
1396-06-03,8/25/2017,Friday,سکه امامی,12173000
1396-06-04,8/26/2017,Saturday,سکه امامی,12208000
1396-06-05,8/27/2017,Sunday,سکه امامی,12256000
1396-06-06,8/28/2017,Monday,سکه امامی,12266000
1396-06-07,8/29/2017,Tuesday,سکه امامی,12228000
1396-06-08,8/30/2017,Wednesday,سکه امامی,12263000
1396-06-10,9/1/2017,Friday,سکه امامی,12531000
1396-06-11,9/2/2017,Saturday,سکه امامی,12749000
1396-06-12,9/3/2017,Sunday,سکه امامی,12559000
1396-06-13,9/4/2017,Monday,سکه امامی,12579000
1396-06-14,9/5/2017,Tuesday,سکه امامی,12660000
1396-06-15,9/6/2017,Wednesday,سکه امامی,12728000
1396-06-17,9/8/2017,Friday,سکه امامی,12744000
1396-06-18,9/9/2017,Saturday,سکه امامی,12682000
1396-06-19,9/10/2017,Sunday,سکه امامی,12572000
1396-06-20,9/11/2017,Monday,سکه امامی,12628000
1396-06-21,9/12/2017,Tuesday,سکه امامی,12594000
1396-06-22,9/13/2017,Wednesday,سکه امامی,12542000
1396-06-24,9/15/2017,Friday,سکه امامی,12479000
1396-06-25,9/16/2017,Saturday,سکه امامی,12443000
1396-06-26,9/17/2017,Sunday,سکه امامی,12412000
1396-06-27,9/18/2017,Monday,سکه امامی,12425000
1396-06-28,9/19/2017,Tuesday,سکه امامی,12461000
1396-06-29,9/20/2017,Wednesday,سکه امامی,12361000
1396-06-31,9/22/2017,Friday,سکه امامی,12377000
1396-07-01,9/23/2017,Saturday,سکه امامی,12413000
1396-07-02,9/24/2017,Sunday,سکه امامی,12484000
1396-07-03,9/25/2017,Monday,سکه امامی,12449000
1396-07-04,9/26/2017,Tuesday,سکه امامی,12461000
1396-07-05,9/27/2017,Wednesday,سکه امامی,12466000
1396-07-07,9/29/2017,Friday,سکه امامی,12446000
1396-07-09,10/1/2017,Sunday,سکه امامی,12441000
1396-07-10,10/2/2017,Monday,سکه امامی,12474000
1396-07-11,10/3/2017,Tuesday,سکه امامی,12532000
1396-07-12,10/4/2017,Wednesday,سکه امامی,12530000
1396-07-14,10/6/2017,Friday,سکه امامی,12875000
1396-07-15,10/7/2017,Saturday,سکه امامی,12970000
1396-07-16,10/8/2017,Sunday,سکه امامی,13125000
1396-07-17,10/9/2017,Monday,سکه امامی,13060000
1396-07-18,10/10/2017,Tuesday,سکه امامی,13072000
1396-07-19,10/11/2017,Wednesday,سکه امامی,13200000
1396-07-21,10/13/2017,Friday,سکه امامی,13110000
1396-07-22,10/14/2017,Saturday,سکه امامی,13136000
1396-07-23,10/15/2017,Sunday,سکه امامی,13140000
1396-07-24,10/16/2017,Monday,سکه امامی,13089000
1396-07-25,10/17/2017,Tuesday,سکه امامی,13085000
1396-07-26,10/18/2017,Wednesday,سکه امامی,13103000
1396-07-28,10/20/2017,Friday,سکه امامی,12952000
1396-07-29,10/21/2017,Saturday,سکه امامی,12965000
1396-07-30,10/22/2017,Sunday,سکه امامی,13056000
1396-08-01,10/23/2017,Monday,سکه امامی,13110000
1396-08-02,10/24/2017,Tuesday,سکه امامی,13080000
1396-08-03,10/25/2017,Wednesday,سکه امامی,13026000
1396-08-05,10/27/2017,Friday,سکه امامی,13174000
1396-08-06,10/28/2017,Saturday,سکه امامی,13190000
1396-08-07,10/29/2017,Sunday,سکه امامی,13144000
1396-08-08,10/30/2017,Monday,سکه امامی,13133000
1396-08-09,10/31/2017,Tuesday,سکه امامی,13180000
1396-08-10,11/1/2017,Wednesday,سکه امامی,13195000
1396-08-12,11/3/2017,Friday,سکه امامی,13187000
1396-08-13,11/4/2017,Saturday,سکه امامی,13302000
1396-08-14,11/5/2017,Sunday,سکه امامی,13430000
1396-08-15,11/6/2017,Monday,سکه امامی,13393000
1396-08-16,11/7/2017,Tuesday,سکه امامی,13497000
1396-08-17,11/8/2017,Wednesday,سکه امامی,13582000
1396-08-19,11/10/2017,Friday,سکه امامی,13497000
1396-08-20,11/11/2017,Saturday,سکه امامی,13730000
1396-08-21,11/12/2017,Sunday,سکه امامی,13880000
1396-08-22,11/13/2017,Monday,سکه امامی,13895000
1396-08-23,11/14/2017,Tuesday,سکه امامی,13883000
1396-08-24,11/15/2017,Wednesday,سکه امامی,13895000
1396-08-26,11/17/2017,Friday,سکه امامی,14145000
1396-08-27,11/18/2017,Saturday,سکه امامی,14155000
1396-08-28,11/19/2017,Sunday,سکه امامی,14210000
1396-08-29,11/20/2017,Monday,سکه امامی,14441000
1396-08-30,11/21/2017,Tuesday,سکه امامی,14175000
1396-09-01,11/22/2017,Wednesday,سکه امامی,13903000
1396-09-03,11/24/2017,Friday,سکه امامی,13617000
1396-09-04,11/25/2017,Saturday,سکه امامی,13570000
1396-09-05,11/26/2017,Sunday,سکه امامی,13605000
1396-09-06,11/27/2017,Monday,سکه امامی,13560000
1396-09-07,11/28/2017,Tuesday,سکه امامی,13764000
1396-09-08,11/29/2017,Wednesday,سکه امامی,13815000
1396-09-10,12/1/2017,Friday,سکه امامی,13938000
1396-09-11,12/2/2017,Saturday,سکه امامی,13935000
1396-09-12,12/3/2017,Sunday,سکه امامی,14258000
1396-09-13,12/4/2017,Monday,سکه امامی,14155000
1396-09-14,12/5/2017,Tuesday,سکه امامی,14140000
1396-09-15,12/6/2017,Wednesday,سکه امامی,14145000
1396-09-17,12/8/2017,Friday,سکه امامی,14155000
1396-09-18,12/9/2017,Saturday,سکه امامی,14087000
1396-09-19,12/10/2017,Sunday,سکه امامی,14127000
1396-09-20,12/11/2017,Monday,سکه امامی,14104000
1396-09-21,12/12/2017,Tuesday,سکه امامی,14120000
1396-09-22,12/13/2017,Wednesday,سکه امامی,14117000
1396-09-24,12/15/2017,Friday,سکه امامی,13997000
1396-09-25,12/16/2017,Saturday,سکه امامی,13847000
1396-09-26,12/17/2017,Sunday,سکه امامی,13927000
1396-09-27,12/18/2017,Monday,سکه امامی,13880000
1396-09-28,12/19/2017,Tuesday,سکه امامی,13920000
1396-09-29,12/20/2017,Wednesday,سکه امامی,13915000
1396-10-01,12/22/2017,Friday,سکه امامی,13955000
1396-10-02,12/23/2017,Saturday,سکه امامی,13960000
1396-10-03,12/24/2017,Sunday,سکه امامی,13969000
1396-10-04,12/25/2017,Monday,سکه امامی,14043000
1396-10-05,12/26/2017,Tuesday,سکه امامی,14113000
1396-10-06,12/27/2017,Wednesday,سکه امامی,14148000
1396-10-08,12/29/2017,Friday,سکه امامی,14434000
1396-10-09,12/30/2017,Saturday,سکه امامی,14500000
1396-10-10,12/31/2017,Sunday,سکه امامی,14890000
1396-10-11,1/1/2018,Monday,سکه امامی,14907500
1396-10-12,1/2/2018,Tuesday,سکه امامی,15030000
1396-10-13,1/3/2018,Wednesday,سکه امامی,14655000
1396-10-15,1/5/2018,Friday,سکه امامی,14725000
1396-10-16,1/6/2018,Saturday,سکه امامی,14700000
1396-10-17,1/7/2018,Sunday,سکه امامی,14683000
1396-10-18,1/8/2018,Monday,سکه امامی,14700000
1396-10-19,1/9/2018,Tuesday,سکه امامی,14945000
1396-10-20,1/10/2018,Wednesday,سکه امامی,14925000
1396-10-22,1/12/2018,Friday,سکه امامی,15015000
1396-10-23,1/13/2018,Saturday,سکه امامی,14877000
1396-10-24,1/14/2018,Sunday,سکه امامی,14920000
1396-10-25,1/15/2018,Monday,سکه امامی,14940000
1396-10-26,1/16/2018,Tuesday,سکه امامی,15150000
1396-10-27,1/17/2018,Wednesday,سکه امامی,15025000
1396-10-29,1/19/2018,Friday,سکه امامی,15195000
1396-10-30,1/20/2018,Saturday,سکه امامی,15282000
1396-11-01,1/21/2018,Sunday,سکه امامی,15285000
1396-11-02,1/22/2018,Monday,سکه امامی,15180000
1396-11-03,1/23/2018,Tuesday,سکه امامی,15190000
1396-11-04,1/24/2018,Wednesday,سکه امامی,15180000
1396-11-06,1/26/2018,Friday,سکه امامی,14775000
1396-11-07,1/27/2018,Saturday,سکه امامی,14890000
1396-11-08,1/28/2018,Sunday,سکه امامی,14770000
1396-11-09,1/29/2018,Monday,سکه امامی,14875000
1396-11-10,1/30/2018,Tuesday,سکه امامی,15035000
1396-11-11,1/31/2018,Wednesday,سکه امامی,14915000
1396-11-13,2/2/2018,Friday,سکه امامی,15095000
1396-11-14,2/3/2018,Saturday,سکه امامی,15195000
1396-11-15,2/4/2018,Sunday,سکه امامی,15225000
1396-11-16,2/5/2018,Monday,سکه امامی,15225000
1396-11-17,2/6/2018,Tuesday,سکه امامی,15205000
1396-11-18,2/7/2018,Wednesday,سکه امامی,15250000
1396-11-20,2/9/2018,Friday,سکه امامی,15425000
1396-11-21,2/10/2018,Saturday,سکه امامی,15440000
1396-11-22,2/11/2018,Sunday,سکه امامی,15740000
1396-11-23,2/12/2018,Monday,سکه امامی,15905000
1396-11-24,2/13/2018,Tuesday,سکه امامی,15775000
1396-11-25,2/14/2018,Wednesday,سکه امامی,15550000
1396-11-27,2/16/2018,Friday,سکه امامی,15155000
1396-11-28,2/17/2018,Saturday,سکه امامی,15017500
1396-11-29,2/18/2018,Sunday,سکه امامی,14862500
1396-12-01,2/20/2018,Tuesday,سکه امامی,14750000
1396-12-02,2/21/2018,Wednesday,سکه امامی,14799000
1396-12-03,2/22/2018,Thursday,سکه امامی,14788000
1396-12-04,2/23/2018,Friday,سکه امامی,15100000
1396-12-05,2/24/2018,Saturday,سکه امامی,15200000
1396-12-06,2/25/2018,Sunday,سکه امامی,15370000
1396-12-07,2/26/2018,Monday,سکه امامی,15416000
1396-12-08,2/27/2018,Tuesday,سکه امامی,15550000
1396-12-09,2/28/2018,Wednesday,سکه امامی,15503000
1396-12-10,3/1/2018,Thursday,سکه امامی,15535000
1396-12-11,3/2/2018,Friday,سکه امامی,15730000
1396-12-12,3/3/2018,Saturday,سکه امامی,15910000
1396-12-13,3/4/2018,Sunday,سکه امامی,15917000
1396-12-14,3/5/2018,Monday,سکه امامی,15888000
1396-12-15,3/6/2018,Tuesday,سکه امامی,15861000
1396-12-16,3/7/2018,Wednesday,سکه امامی,15831000
1396-12-17,3/8/2018,Thursday,سکه امامی,15837000
1396-12-18,3/9/2018,Friday,سکه امامی,15750000
1396-12-19,3/10/2018,Saturday,سکه امامی,15820000
1396-12-20,3/11/2018,Sunday,سکه امامی,16000000
1396-12-21,3/12/2018,Monday,سکه امامی,16144000
1396-12-22,3/13/2018,Tuesday,سکه امامی,16402000
1396-12-23,3/14/2018,Wednesday,سکه امامی,16300000
1396-12-25,3/16/2018,Friday,سکه امامی,16000000
1396-12-26,3/17/2018,Saturday,سکه امامی,16060000
1396-12-27,3/18/2018,Sunday,سکه امامی,16166000
1396-12-28,3/19/2018,Monday,سکه امامی,16143000
1397-01-01,3/21/2018,Wednesday,سکه امامی,16211000
1397-01-04,3/24/2018,Saturday,سکه امامی,16361000
1397-01-05,3/25/2018,Sunday,سکه امامی,17100000
1397-01-06,3/26/2018,Monday,سکه امامی,17125000
1397-01-07,3/27/2018,Tuesday,سکه امامی,17050000
1397-01-08,3/28/2018,Wednesday,سکه امامی,17250000
1397-01-13,4/2/2018,Monday,سکه امامی,17290000
1397-01-14,4/3/2018,Tuesday,سکه امامی,17360000
1397-01-15,4/4/2018,Wednesday,سکه امامی,17490000
1397-01-16,4/5/2018,Thursday,سکه امامی,17390000
1397-01-17,4/6/2018,Friday,سکه امامی,17830000
1397-01-18,4/7/2018,Saturday,سکه امامی,19300000
1397-01-19,4/8/2018,Sunday,سکه امامی,19550000
1397-01-20,4/9/2018,Monday,سکه امامی,17700000
1397-01-21,4/10/2018,Tuesday,سکه امامی,17910000
1397-01-22,4/11/2018,Wednesday,سکه امامی,17850000
1397-01-23,4/12/2018,Thursday,سکه امامی,17850000
1397-01-25,4/14/2018,Saturday,سکه امامی,17810000
1397-01-26,4/15/2018,Sunday,سکه امامی,18560000
1397-01-27,4/16/2018,Monday,سکه امامی,17970000
1397-01-28,4/17/2018,Tuesday,سکه امامی,18400000
1397-01-29,4/18/2018,Wednesday,سکه امامی,18290000
1397-01-30,4/19/2018,Thursday,سکه امامی,18290000
1397-01-31,4/20/2018,Friday,سکه امامی,18350000
1397-02-01,4/21/2018,Saturday,سکه امامی,18200000
1397-02-02,4/22/2018,Sunday,سکه امامی,17700000
1397-02-03,4/23/2018,Monday,سکه امامی,17600000
1397-02-04,4/24/2018,Tuesday,سکه امامی,17470000
1397-02-05,4/25/2018,Wednesday,سکه امامی,17670000
1397-02-06,4/26/2018,Thursday,سکه امامی,17670000
1397-02-07,4/27/2018,Friday,سکه امامی,18000000
1397-02-08,4/28/2018,Saturday,سکه امامی,18450000
1397-02-09,4/29/2018,Sunday,سکه امامی,18550000
1397-02-10,4/30/2018,Monday,سکه امامی,19000000
1397-02-11,5/1/2018,Tuesday,سکه امامی,19080000
1397-02-12,5/2/2018,Wednesday,سکه امامی,19600000
1397-02-13,5/3/2018,Thursday,سکه امامی,19660000
1397-02-14,5/4/2018,Friday,سکه امامی,20475000
1397-02-15,5/5/2018,Saturday,سکه امامی,20370000
1397-02-16,5/6/2018,Sunday,سکه امامی,18980000
1397-02-17,5/7/2018,Monday,سکه امامی,20020000
1397-02-18,5/8/2018,Tuesday,سکه امامی,20190000
1397-02-19,5/9/2018,Wednesday,سکه امامی,21030000
1397-02-20,5/10/2018,Thursday,سکه امامی,21060000
1397-02-21,5/11/2018,Friday,سکه امامی,20580000
1397-02-22,5/12/2018,Saturday,سکه امامی,19790000
1397-02-23,5/13/2018,Sunday,سکه امامی,19040000
1397-02-24,5/14/2018,Monday,سکه امامی,19050000
1397-02-25,5/15/2018,Tuesday,سکه امامی,19380000
1397-02-26,5/16/2018,Wednesday,سکه امامی,19750000
1397-02-27,5/17/2018,Thursday,سکه امامی,19760000
1397-02-28,5/18/2018,Friday,سکه امامی,19360000
1397-02-29,5/19/2018,Saturday,سکه امامی,19560000
1397-02-30,5/20/2018,Sunday,سکه امامی,19960000
1397-02-31,5/21/2018,Monday,سکه امامی,20130000
1397-03-01,5/22/2018,Tuesday,سکه امامی,20070000
1397-03-02,5/23/2018,Wednesday,سکه امامی,20360000
1397-03-03,5/24/2018,Thursday,سکه امامی,20220000
1397-03-04,5/25/2018,Friday,سکه امامی,20310000
1397-03-05,5/26/2018,Saturday,سکه امامی,20450000
1397-03-06,5/27/2018,Sunday,سکه امامی,20775000
1397-03-07,5/28/2018,Monday,سکه امامی,21450000
1397-03-08,5/29/2018,Tuesday,سکه امامی,21495000
1397-03-09,5/30/2018,Wednesday,سکه امامی,21550000
1397-03-10,5/31/2018,Thursday,سکه امامی,21560000
1397-03-11,6/1/2018,Friday,سکه امامی,21380000
1397-03-12,6/2/2018,Saturday,سکه امامی,21745000
1397-03-13,6/3/2018,Sunday,سکه امامی,21760000
1397-03-14,6/4/2018,Monday,سکه امامی,22210000
1397-03-15,6/5/2018,Tuesday,سکه امامی,22150000
1397-03-16,6/6/2018,Wednesday,سکه امامی,22440000
1397-03-17,6/7/2018,Thursday,سکه امامی,22250000
1397-03-18,6/8/2018,Friday,سکه امامی,23270000
1397-03-19,6/9/2018,Saturday,سکه امامی,24535000
1397-03-20,6/10/2018,Sunday,سکه امامی,24755000
1397-03-21,6/11/2018,Monday,سکه امامی,25245000
1397-03-22,6/12/2018,Tuesday,سکه امامی,25125000
1397-03-23,6/13/2018,Wednesday,سکه امامی,23955000
1397-03-24,6/14/2018,Thursday,سکه امامی,23865000
1397-03-25,6/15/2018,Friday,سکه امامی,23830000
1397-03-26,6/16/2018,Saturday,سکه امامی,24535000
1397-03-27,6/17/2018,Sunday,سکه امامی,24930000
1397-03-28,6/18/2018,Monday,سکه امامی,25200000
1397-03-29,6/19/2018,Tuesday,سکه امامی,25530000
1397-03-30,6/20/2018,Wednesday,سکه امامی,25820000
1397-03-31,6/21/2018,Thursday,سکه امامی,25945000
1397-04-01,6/22/2018,Friday,سکه امامی,28210000
1397-04-02,6/23/2018,Saturday,سکه امامی,29760000
1397-04-03,6/24/2018,Sunday,سکه امامی,28160000
1397-04-04,6/25/2018,Monday,سکه امامی,28220000
1397-04-05,6/26/2018,Tuesday,سکه امامی,28700000
1397-04-06,6/27/2018,Wednesday,سکه امامی,29000000
1397-04-07,6/28/2018,Thursday,سکه امامی,29200000
1397-04-08,6/29/2018,Friday,سکه امامی,28625000
1397-04-09,6/30/2018,Saturday,سکه امامی,29920000
1397-04-10,7/1/2018,Sunday,سکه امامی,29830000
1397-04-11,7/2/2018,Monday,سکه امامی,29560000
1397-04-12,7/3/2018,Tuesday,سکه امامی,28700000
1397-04-13,7/4/2018,Wednesday,سکه امامی,27470000
1397-04-14,7/5/2018,Thursday,سکه امامی,28830000
1397-04-15,7/6/2018,Friday,سکه امامی,28920000
1397-04-16,7/7/2018,Saturday,سکه امامی,28720000
1397-04-17,7/8/2018,Sunday,سکه امامی,28500000
1397-04-18,7/9/2018,Monday,سکه امامی,27400000
1397-04-19,7/10/2018,Tuesday,سکه امامی,26600000
1397-04-20,7/11/2018,Wednesday,سکه امامی,27150000
1397-04-21,7/12/2018,Thursday,سکه امامی,27000000
1397-04-22,7/13/2018,Friday,سکه امامی,28570000
1397-04-23,7/14/2018,Saturday,سکه امامی,28240000
1397-04-24,7/15/2018,Sunday,سکه امامی,27450000
1397-04-25,7/16/2018,Monday,سکه امامی,28600000
1397-04-26,7/17/2018,Tuesday,سکه امامی,28925000
1397-04-27,7/18/2018,Wednesday,سکه امامی,29930000
1397-04-28,7/19/2018,Thursday,سکه امامی,29930000
1397-04-29,7/20/2018,Friday,سکه امامی,31570000
1397-04-30,7/21/2018,Saturday,سکه امامی,32535000
1397-04-31,7/22/2018,Sunday,سکه امامی,34035000
1397-05-01,7/23/2018,Monday,سکه امامی,34730000
1397-05-02,7/24/2018,Tuesday,سکه امامی,33510000
1397-05-03,7/25/2018,Wednesday,سکه امامی,34750000
1397-05-04,7/26/2018,Thursday,سکه امامی,35250000
1397-05-05,7/27/2018,Friday,سکه امامی,38700000
1397-05-06,7/28/2018,Saturday,سکه امامی,45110000
1397-05-07,7/29/2018,Sunday,سکه امامی,44210000
1397-05-08,7/30/2018,Monday,سکه امامی,39050000
1397-05-09,7/31/2018,Tuesday,سکه امامی,37880000
1397-05-10,8/1/2018,Wednesday,سکه امامی,40600000
1397-05-11,8/2/2018,Thursday,سکه امامی,39050000
1397-05-12,8/3/2018,Friday,سکه امامی,37310000
1397-05-13,8/4/2018,Saturday,سکه امامی,36650000
1397-05-14,8/5/2018,Sunday,سکه امامی,34350000
1397-05-15,8/6/2018,Monday,سکه امامی,30600000
1397-05-16,8/7/2018,Tuesday,سکه امامی,37650000
1397-05-17,8/8/2018,Wednesday,سکه امامی,38150000
1397-05-18,8/9/2018,Thursday,سکه امامی,38160000
1397-05-19,8/10/2018,Friday,سکه امامی,38400000
1397-05-20,8/11/2018,Saturday,سکه امامی,36980000
1397-05-21,8/12/2018,Sunday,سکه امامی,38450000
1397-05-22,8/13/2018,Monday,سکه امامی,38750000
1397-05-23,8/14/2018,Tuesday,سکه امامی,37330000
1397-05-24,8/15/2018,Wednesday,سکه امامی,38000000
1397-05-25,8/16/2018,Thursday,سکه امامی,38000000
1397-05-26,8/17/2018,Friday,سکه امامی,37150000
1397-05-27,8/18/2018,Saturday,سکه امامی,37780000
1397-05-28,8/19/2018,Sunday,سکه امامی,38010000
1397-05-29,8/20/2018,Monday,سکه امامی,38700000
1397-05-30,8/21/2018,Tuesday,سکه امامی,38650000
1397-05-31,8/22/2018,Wednesday,سکه امامی,38380000
1397-06-01,8/23/2018,Thursday,سکه امامی,38180000
1397-06-02,8/24/2018,Friday,سکه امامی,37980000
1397-06-03,8/25/2018,Saturday,سکه امامی,38540000
1397-06-04,8/26/2018,Sunday,سکه امامی,39720000
1397-06-05,8/27/2018,Monday,سکه امامی,40250000
1397-06-06,8/28/2018,Tuesday,سکه امامی,40740000
1397-06-07,8/29/2018,Wednesday,سکه امامی,40480000
1397-06-08,8/30/2018,Thursday,سکه امامی,40330000
1397-06-09,8/31/2018,Friday,سکه امامی,41740000
1397-06-10,9/1/2018,Saturday,سکه امامی,44400000
1397-06-11,9/2/2018,Sunday,سکه امامی,45750000
1397-06-12,9/3/2018,Monday,سکه امامی,45700000
1397-06-13,9/4/2018,Tuesday,سکه امامی,45350000
1397-06-14,9/5/2018,Wednesday,سکه امامی,43800000
1397-06-15,9/6/2018,Thursday,سکه امامی,44550000
1397-06-16,9/7/2018,Friday,سکه امامی,41450000
1397-06-17,9/8/2018,Saturday,سکه امامی,41900000
1397-06-18,9/9/2018,Sunday,سکه امامی,43800000
1397-06-19,9/10/2018,Monday,سکه امامی,44030000
1397-06-20,9/11/2018,Tuesday,سکه امامی,43910000
1397-06-21,9/12/2018,Wednesday,سکه امامی,44030000
1397-06-22,9/13/2018,Thursday,سکه امامی,44000000
1397-06-23,9/14/2018,Friday,سکه امامی,44350000
1397-06-24,9/15/2018,Saturday,سکه امامی,45530000
1397-06-25,9/16/2018,Sunday,سکه امامی,45450000
1397-06-26,9/17/2018,Monday,سکه امامی,45880000
1397-06-27,9/18/2018,Tuesday,سکه امامی,45970000
1397-06-29,9/20/2018,Thursday,سکه امامی,45080000
1397-06-30,9/21/2018,Friday,سکه امامی,44850000
1397-06-31,9/22/2018,Saturday,سکه امامی,46050000
1397-07-01,9/23/2018,Sunday,سکه امامی,47630000
1397-07-02,9/24/2018,Monday,سکه امامی,49200000
1397-07-03,9/25/2018,Tuesday,سکه امامی,54150000
1397-07-04,9/26/2018,Wednesday,سکه امامی,51700000
1397-07-05,9/27/2018,Thursday,سکه امامی,51300000
1397-07-06,9/28/2018,Friday,سکه امامی,51000000
1397-07-07,9/29/2018,Saturday,سکه امامی,49900000
1397-07-08,9/30/2018,Sunday,سکه امامی,45700000
1397-07-09,10/1/2018,Monday,سکه امامی,44000000
1397-07-10,10/2/2018,Tuesday,سکه امامی,43800000
1397-07-11,10/3/2018,Wednesday,سکه امامی,40510000
1397-07-13,10/5/2018,Friday,سکه امامی,39010000
1397-07-14,10/6/2018,Saturday,سکه امامی,37800000
1397-07-15,10/7/2018,Sunday,سکه امامی,40950000
1397-07-16,10/8/2018,Monday,سکه امامی,46100000
1397-07-17,10/9/2018,Tuesday,سکه امامی,45010000
1397-07-18,10/10/2018,Wednesday,سکه امامی,45010000
1397-07-20,10/12/2018,Friday,سکه امامی,42810000
1397-07-21,10/13/2018,Saturday,سکه امامی,42810000
1397-08-18,11/9/2018,Friday,سکه امامی,45250000
1397-08-19,11/10/2018,Saturday,سکه امامی,43150000
1397-08-20,11/11/2018,Sunday,سکه امامی,42500000
1397-08-21,11/12/2018,Monday,سکه امامی,41750000
1397-08-22,11/13/2018,Tuesday,سکه امامی,39300000
1397-08-23,11/14/2018,Wednesday,سکه امامی,39600000
1397-08-25,11/16/2018,Friday,سکه امامی,39950000
1397-09-02,11/23/2018,Friday,سکه امامی,39400000
1397-09-05,11/26/2018,Monday,سکه امامی,38450000
1397-09-06,11/27/2018,Tuesday,سکه امامی,36500000
1397-09-07,11/28/2018,Wednesday,سکه امامی,37550000
1397-09-08,11/29/2018,Thursday,سکه امامی,37650000
1397-09-09,11/30/2018,Friday,سکه امامی,37130000
1397-09-10,12/1/2018,Saturday,سکه امامی,39030000
1397-09-11,12/2/2018,Sunday,سکه امامی,37430000
1397-09-12,12/3/2018,Monday,سکه امامی,37580000
1397-09-13,12/4/2018,Tuesday,سکه امامی,37770000
1397-09-14,12/5/2018,Wednesday,سکه امامی,38950000
1397-09-15,12/6/2018,Thursday,سکه امامی,38800000
1397-09-16,12/7/2018,Friday,سکه امامی,38920000
1397-09-17,12/8/2018,Saturday,سکه امامی,37650000
1397-09-18,12/9/2018,Sunday,سکه امامی,36550000
1397-09-19,12/10/2018,Monday,سکه امامی,36170000
1397-09-20,12/11/2018,Tuesday,سکه امامی,35800000
1397-09-21,12/12/2018,Wednesday,سکه امامی,36500000
1397-09-23,12/14/2018,Friday,سکه امامی,34800000
1397-09-24,12/15/2018,Saturday,سکه امامی,33800000
1397-09-25,12/16/2018,Sunday,سکه امامی,35000000
1397-09-26,12/17/2018,Monday,سکه امامی,35060000
1397-09-27,12/18/2018,Tuesday,سکه امامی,33820000
1397-09-28,12/19/2018,Wednesday,سکه امامی,33550000
1397-09-30,12/21/2018,Friday,سکه امامی,33850000
1397-10-01,12/22/2018,Saturday,سکه امامی,34600000
1397-10-02,12/23/2018,Sunday,سکه امامی,34660000
1397-10-03,12/24/2018,Monday,سکه امامی,37050000
1397-10-04,12/25/2018,Tuesday,سکه امامی,36830000
1397-10-05,12/26/2018,Wednesday,سکه امامی,35710000
1397-10-07,12/28/2018,Friday,سکه امامی,34700000
1397-10-08,12/29/2018,Saturday,سکه امامی,36180000
1397-10-09,12/30/2018,Sunday,سکه امامی,37170000
1397-10-10,12/31/2018,Monday,سکه امامی,36200000
1397-10-11,1/1/2019,Tuesday,سکه امامی,36210000
1397-10-12,1/2/2019,Wednesday,سکه امامی,36630000
1397-10-14,1/4/2019,Friday,سکه امامی,36120000
1397-10-15,1/5/2019,Saturday,سکه امامی,36900000
1397-10-16,1/6/2019,Sunday,سکه امامی,37570000
1397-10-17,1/7/2019,Monday,سکه امامی,37450000
1397-10-18,1/8/2019,Tuesday,سکه امامی,37840000
1397-10-19,1/9/2019,Wednesday,سکه امامی,38210000
1397-10-21,1/11/2019,Friday,سکه امامی,38970000
1397-10-22,1/12/2019,Saturday,سکه امامی,37650000
1397-10-23,1/13/2019,Sunday,سکه امامی,38450000
1397-10-24,1/14/2019,Monday,سکه امامی,38900000
1397-10-25,1/15/2019,Tuesday,سکه امامی,39240000
1397-10-26,1/16/2019,Wednesday,سکه امامی,38900000
1397-10-28,1/18/2019,Friday,سکه امامی,39520000
1397-10-29,1/19/2019,Saturday,سکه امامی,39960000
1397-10-30,1/20/2019,Sunday,سکه امامی,40675000
1397-11-01,1/21/2019,Monday,سکه امامی,40180000
1397-11-02,1/22/2019,Tuesday,سکه امامی,40540000
1397-11-03,1/23/2019,Wednesday,سکه امامی,40670000
1397-11-05,1/25/2019,Friday,سکه امامی,41490000
1397-11-06,1/26/2019,Saturday,سکه امامی,41510000
1397-11-07,1/27/2019,Sunday,سکه امامی,42020000
1397-11-08,1/28/2019,Monday,سکه امامی,42390000
1397-11-09,1/29/2019,Tuesday,سکه امامی,42050000
1397-11-10,1/30/2019,Wednesday,سکه امامی,41380000
1397-11-12,2/1/2019,Friday,سکه امامی,39780000
1397-11-13,2/2/2019,Saturday,سکه امامی,40920000
1397-11-14,2/3/2019,Sunday,سکه امامی,41600000
1397-11-15,2/4/2019,Monday,سکه امامی,42110000
1397-11-17,2/6/2019,Wednesday,سکه امامی,41410000
