J-Date,Date,Weekday,Symbol,High,Low
1400-04-05,6/26/2021,Saturday,سکه امامی,105520000,104680000
1400-04-06,6/27/2021,Sunday,سکه امامی,107420000,106530000
1400-04-07,6/28/2021,Monday,سکه امامی,108320000,107830000
1400-04-08,6/29/2021,Tuesday,سکه امامی,108370000,107530000
1400-04-09,6/30/2021,Wednesday,سکه امامی,108320000,107780000
1400-04-10,7/1/2021,Thursday,سکه امامی,107940000,107940000
1400-04-11,7/2/2021,Friday,سکه امامی,107870000,107230000
1400-04-12,7/3/2021,Saturday,سکه امامی,108220000,107320000
1400-04-13,7/4/2021,Sunday,سکه امامی,106570000,105730000
1400-04-14,7/5/2021,Monday,سکه امامی,107370000,106780000
1400-04-15,7/6/2021,Tuesday,سکه امامی,106720000,106180000
1400-04-16,7/7/2021,Wednesday,سکه امامی,107120000,106630000
1400-04-18,7/9/2021,Friday,سکه امامی,106970000,106480000
1400-04-19,7/10/2021,Saturday,سکه امامی,107070000,106180000
1400-04-20,7/11/2021,Sunday,سکه امامی,106920000,106630000
1400-04-21,7/12/2021,Monday,سکه امامی,106570000,105780000
1400-04-22,7/13/2021,Tuesday,سکه امامی,106070000,104630000
1400-04-23,7/14/2021,Wednesday,سکه امامی,106020000,105980000
1400-04-24,7/15/2021,Thursday,سکه امامی,105980000,105980000
1400-04-25,7/16/2021,Friday,سکه امامی,106120000,105280000
1400-04-26,7/17/2021,Saturday,سکه امامی,105320000,104880000
1400-04-27,7/18/2021,Sunday,سکه امامی,105170000,104430000
1400-04-28,7/19/2021,Monday,سکه امامی,106120000,105030000
1400-04-29,7/20/2021,Tuesday,سکه امامی,105960000,105960000
1400-04-30,7/21/2021,Wednesday,سکه امامی,106170000,105830000
1400-04-31,7/22/2021,Thursday,سکه امامی,105980000,105980000
1400-05-01,7/23/2021,Friday,سکه امامی,106020000,105380000
1400-05-02,7/24/2021,Saturday,سکه امامی,107420000,106730000
1400-05-03,7/25/2021,Sunday,سکه امامی,109420000,106880000
1400-05-04,7/26/2021,Monday,سکه امامی,110370000,109380000
1400-05-05,7/27/2021,Tuesday,سکه امامی,111820000,110780000
1400-05-06,7/28/2021,Wednesday,سکه امامی,111580000,111580000
1400-05-08,7/30/2021,Friday,سکه امامی,116270000,113280000
1400-05-09,7/31/2021,Saturday,سکه امامی,114160000,112280000
1400-05-10,8/1/2021,Sunday,سکه امامی,113520000,111780000
1400-05-11,8/2/2021,Monday,سکه امامی,114020000,112080000
1400-05-12,8/3/2021,Tuesday,سکه امامی,112820000,111980000
1400-05-13,8/4/2021,Wednesday,سکه امامی,113720000,112630000
1400-05-14,8/5/2021,Thursday,سکه امامی,113380000,113380000
1400-05-15,8/6/2021,Friday,سکه امامی,111870000,109930000
1400-05-16,8/7/2021,Saturday,سکه امامی,112770000,111430000
1400-05-17,8/8/2021,Sunday,سکه امامی,113120000,111480000
1400-05-18,8/9/2021,Monday,سکه امامی,113170000,112480000
1400-05-19,8/10/2021,Tuesday,سکه امامی,116020000,114880000
1400-05-20,8/11/2021,Wednesday,سکه امامی,116420000,115230000
1400-05-21,8/12/2021,Thursday,سکه امامی,115620000,115620000
1400-05-22,8/13/2021,Friday,سکه امامی,117920000,116780000
1400-05-23,8/14/2021,Saturday,سکه امامی,118420000,117480000
1400-05-24,8/15/2021,Sunday,سکه امامی,118170000,118130000
1400-05-25,8/16/2021,Monday,سکه امامی,118170000,118130000
1400-05-26,8/17/2021,Tuesday,سکه امامی,118170000,118170000
1400-05-29,8/20/2021,Friday,سکه امامی,121220000,118130000
1400-05-30,8/21/2021,Saturday,سکه امامی,121370000,120180000
1400-05-31,8/22/2021,Sunday,سکه امامی,121320000,119380000
1400-06-01,8/23/2021,Monday,سکه امامی,122770000,121180000
1400-06-02,8/24/2021,Tuesday,سکه امامی,121820000,120830000
1400-06-03,8/25/2021,Wednesday,سکه امامی,120270000,119130000
1400-06-04,8/26/2021,Thursday,سکه امامی,119560000,119560000
1400-06-05,8/27/2021,Friday,سکه امامی,123370000,121780000
1400-06-06,8/28/2021,Saturday,سکه امامی,121520000,119060000
1400-06-07,8/29/2021,Sunday,سکه امامی,118770000,117680000
1400-06-08,8/30/2021,Monday,سکه امامی,120090000,119380000
1400-06-09,8/31/2021,Tuesday,سکه امامی,120120000,118630000
1400-06-10,9/1/2021,Wednesday,سکه امامی,119820000,118980000
1400-06-11,9/2/2021,Thursday,سکه امامی,119790000,119790000
1400-06-12,9/3/2021,Friday,سکه امامی,120470000,119130000
1400-06-13,9/4/2021,Saturday,سکه امامی,121520000,119780000
1400-06-14,9/5/2021,Sunday,سکه امامی,120820000,120030000
1400-06-15,9/6/2021,Monday,سکه امامی,121170000,120530000
1400-06-16,9/7/2021,Tuesday,سکه امامی,121870000,121330000
1400-06-17,9/8/2021,Wednesday,سکه امامی,122370000,121530000
1400-06-18,9/9/2021,Thursday,سکه امامی,122040000,122040000
1400-06-19,9/10/2021,Friday,سکه امامی,121820000,121280000
1400-06-20,9/11/2021,Saturday,سکه امامی,121170000,120580000
1400-06-21,9/12/2021,Sunday,سکه امامی,119420000,118380000
1400-06-22,9/13/2021,Monday,سکه امامی,120020000,118980000
1400-06-23,9/14/2021,Tuesday,سکه امامی,120170000,119130000
1400-06-24,9/15/2021,Wednesday,سکه امامی,119370000,117980000
1400-06-25,9/16/2021,Thursday,سکه امامی,118060000,118060000
1400-06-26,9/17/2021,Friday,سکه امامی,118720000,117880000
1400-06-27,9/18/2021,Saturday,سکه امامی,118220000,117380000
1400-06-28,9/19/2021,Sunday,سکه امامی,118710000,117980000
1400-06-29,9/20/2021,Monday,سکه امامی,118670000,118630000
1400-06-30,9/21/2021,Tuesday,سکه امامی,118670000,118630000
1400-06-31,9/22/2021,Wednesday,سکه امامی,118670000,118160000
1400-07-01,9/23/2021,Thursday,سکه امامی,118670000,118160000
1400-07-01,9/23/2021,Thursday,سکه امامی,118640000,118640000
1400-07-03,9/25/2021,Saturday,سکه امامی,118670000,118400000
1400-07-03,9/25/2021,Saturday,سکه امامی,118670000,117280000
1400-07-06,9/28/2021,Tuesday,سکه امامی,118890000,118630000
1400-07-07,9/29/2021,Wednesday,سکه امامی,118890000,116630000
1400-07-08,9/30/2021,Thursday,سکه امامی,118670000,118630000
1400-07-08,9/30/2021,Thursday,سکه امامی,118640000,118640000
1400-07-09,10/1/2021,Friday,سکه امامی,119150000,118630000
1400-07-10,10/2/2021,Saturday,سکه امامی,118850000,118630000
1400-07-11,10/3/2021,Sunday,سکه امامی,118930000,118330000
1400-07-11,10/3/2021,Sunday,سکه امامی,118930000,118330000
1400-07-12,10/4/2021,Monday,سکه امامی,118890000,118890000
1400-07-13,10/5/2021,Tuesday,سکه امامی,119570000,117470000
1400-07-14,10/6/2021,Wednesday,سکه امامی,117570000,117570000
1400-07-17,10/9/2021,Saturday,سکه امامی,118030000,116670000
1400-07-17,10/9/2021,Saturday,سکه امامی,118180000,116370000
1400-07-19,10/11/2021,Monday,سکه امامی,118380000,117120000
1400-07-19,10/11/2021,Monday,سکه امامی,116930000,116080000
1400-07-20,10/12/2021,Tuesday,سکه امامی,117380000,116270000
1400-07-21,10/13/2021,Wednesday,سکه امامی,117880000,117120000
1400-07-22,10/14/2021,Thursday,سکه امامی,117160000,117160000
1400-07-23,10/15/2021,Friday,سکه امامی,118080000,117220000
1400-07-24,10/16/2021,Saturday,سکه امامی,118130000,116480000
1400-07-25,10/17/2021,Sunday,سکه امامی,115980000,115270000
1400-07-26,10/18/2021,Monday,سکه امامی,117350000,116170000
1400-07-27,10/19/2021,Tuesday,سکه امامی,117240000,116650000
1400-07-28,10/20/2021,Wednesday,سکه امامی,117850000,117100000
1400-07-29,10/21/2021,Thursday,سکه امامی,117690000,117690000
1400-07-30,10/22/2021,Friday,سکه امامی,119100000,118550000
1400-08-01,10/23/2021,Saturday,سکه امامی,118790000,118790000
1400-08-02,10/24/2021,Sunday,سکه امامی,119000000,118320000
1400-08-03,10/25/2021,Monday,سکه امامی,118440000,117850000
1400-08-04,10/26/2021,Tuesday,سکه امامی,119150000,118250000
1400-08-05,10/27/2021,Wednesday,سکه امامی,118750000,118450000
1400-08-06,10/28/2021,Thursday,سکه امامی,118620000,118620000
1400-08-07,10/29/2021,Friday,سکه امامی,118750000,117850000
1400-08-08,10/30/2021,Saturday,سکه امامی,118150000,117400000
1400-08-09,10/31/2021,Sunday,سکه امامی,118500000,117950000
1400-08-10,11/1/2021,Monday,سکه امامی,117880000,117450000
1400-08-11,11/2/2021,Tuesday,سکه امامی,118500000,117900000
1400-08-12,11/3/2021,Wednesday,سکه امامی,118300000,117650000
1400-08-13,11/4/2021,Thursday,سکه امامی,118210000,118210000
1400-08-14,11/5/2021,Friday,سکه امامی,120380000,118550000
1400-08-15,11/6/2021,Saturday,سکه امامی,121600000,120250000
1400-08-16,11/7/2021,Sunday,سکه امامی,122600000,121700000
1400-08-17,11/8/2021,Monday,سکه امامی,122520000,121350000
1400-08-18,11/9/2021,Tuesday,سکه امامی,122900000,122300000
1400-08-19,11/10/2021,Wednesday,سکه امامی,125950000,124400000
1400-08-20,11/11/2021,Thursday,سکه امامی,125390000,125390000
1400-08-21,11/12/2021,Friday,سکه امامی,127720000,126200000
1400-08-22,11/13/2021,Saturday,سکه امامی,127290000,125400000
1400-08-23,11/14/2021,Sunday,سکه امامی,125790000,124360000
1400-08-24,11/15/2021,Monday,سکه امامی,126200000,124650000
1400-08-25,11/16/2021,Tuesday,سکه امامی,126250000,125150000
1400-08-26,11/17/2021,Wednesday,سکه امامی,125740000,124600000
1400-08-27,11/18/2021,Thursday,سکه امامی,124790000,124790000
1400-08-28,11/19/2021,Friday,سکه امامی,124850000,123850000
1400-08-29,11/20/2021,Saturday,سکه امامی,125100000,123810000
1400-08-30,11/21/2021,Sunday,سکه امامی,126000000,124400000
1400-09-01,11/22/2021,Monday,سکه امامی,125340000,124150000
1400-09-02,11/23/2021,Tuesday,سکه امامی,126600000,125650000
1400-09-03,11/24/2021,Wednesday,سکه امامی,126100000,125500000
1400-09-04,11/25/2021,Thursday,سکه امامی,125710000,125710000
1400-09-05,11/26/2021,Friday,سکه امامی,126750000,125300000
1400-09-06,11/27/2021,Saturday,سکه امامی,125950000,125100000
1400-09-07,11/28/2021,Sunday,سکه امامی,127400000,126350000
1400-09-08,11/29/2021,Monday,سکه امامی,127100000,124450000
1400-09-09,11/30/2021,Tuesday,سکه امامی,126450000,126000000
1400-09-10,12/1/2021,Wednesday,سکه امامی,126400000,125900000
1400-09-11,12/2/2021,Thursday,سکه امامی,126260000,126260000
1400-09-12,12/3/2021,Friday,سکه امامی,130350000,129600000
1400-09-13,12/4/2021,Saturday,سکه امامی,130950000,129900000
1400-09-14,12/5/2021,Sunday,سکه امامی,132550000,130950000
1400-09-15,12/6/2021,Monday,سکه امامی,132950000,131750000
1400-09-16,12/7/2021,Tuesday,سکه امامی,132150000,131300000
1400-09-17,12/8/2021,Wednesday,سکه امامی,132200000,131350000
1400-09-18,12/9/2021,Thursday,سکه امامی,131650000,131650000
1400-09-19,12/10/2021,Friday,سکه امامی,132300000,130850000
1400-09-20,12/11/2021,Saturday,سکه امامی,131350000,130350000
1400-09-21,12/12/2021,Sunday,سکه امامی,130750000,129550000
1400-09-22,12/13/2021,Monday,سکه امامی,131450000,129650000
1400-09-23,12/14/2021,Tuesday,سکه امامی,134350000,132750000
1400-09-24,12/15/2021,Wednesday,سکه امامی,132850000,131950000
1400-09-25,12/16/2021,Thursday,سکه امامی,131980000,131980000
1400-09-26,12/17/2021,Friday,سکه امامی,132050000,131050000
1400-09-27,12/18/2021,Saturday,سکه امامی,130650000,130050000
1400-09-28,12/19/2021,Sunday,سکه امامی,131250000,129800000
1400-09-29,12/20/2021,Monday,سکه امامی,132460000,131450000
1400-09-30,12/21/2021,Tuesday,سکه امامی,132710000,132050000
1400-10-01,12/22/2021,Wednesday,سکه امامی,132610000,132150000
1400-10-02,12/23/2021,Thursday,سکه امامی,132220000,132220000
1400-10-03,12/24/2021,Friday,سکه امامی,131520000,130130000
1400-10-04,12/25/2021,Saturday,سکه امامی,130920000,129880000
1400-10-05,12/26/2021,Sunday,سکه امامی,131420000,130680000
1400-10-06,12/27/2021,Monday,سکه امامی,130560000,129880000
1400-10-07,12/28/2021,Tuesday,سکه امامی,130770000,130380000
1400-10-08,12/29/2021,Wednesday,سکه امامی,131570000,131030000
1400-10-09,12/30/2021,Thursday,سکه امامی,131290000,131290000
1400-10-10,12/31/2021,Friday,سکه امامی,131570000,130740000
1400-10-11,1/1/2022,Saturday,سکه امامی,130870000,130230000
1400-10-12,1/2/2022,Sunday,سکه امامی,131020000,130480000
1400-10-13,1/3/2022,Monday,سکه امامی,130570000,128090000
1400-10-14,1/4/2022,Tuesday,سکه امامی,129020000,127930000
1400-10-15,1/5/2022,Wednesday,سکه امامی,128860000,128860000
1400-10-17,1/7/2022,Friday,سکه امامی,128520000,125630000
1400-10-18,1/8/2022,Saturday,سکه امامی,125470000,121230000
1400-10-19,1/9/2022,Sunday,سکه امامی,122020000,119180000
1400-10-20,1/10/2022,Monday,سکه امامی,122920000,121430000
1400-10-21,1/11/2022,Tuesday,سکه امامی,123470000,122030000
1400-10-22,1/12/2022,Wednesday,سکه امامی,124320000,122480000
1400-10-23,1/13/2022,Thursday,سکه امامی,124030000,124030000
1400-10-24,1/14/2022,Friday,سکه امامی,123870000,120790000
1400-10-25,1/15/2022,Saturday,سکه امامی,122020000,121280000
1400-10-26,1/16/2022,Sunday,سکه امامی,121370000,120730000
1400-10-27,1/17/2022,Monday,سکه امامی,121020000,119980000
1400-10-28,1/18/2022,Tuesday,سکه امامی,122420000,120730000
1400-10-29,1/19/2022,Wednesday,سکه امامی,123320000,122430000
1400-10-30,1/20/2022,Thursday,سکه امامی,123030000,123030000
1400-11-01,1/21/2022,Friday,سکه امامی,123020000,122030000
1400-11-02,1/22/2022,Saturday,سکه امامی,123970000,122030000
1400-11-03,1/23/2022,Sunday,سکه امامی,124820000,123530000
1400-11-04,1/24/2022,Monday,سکه امامی,123920000,122630000
1400-11-05,1/25/2022,Tuesday,سکه امامی,124920000,123580000
1400-11-06,1/26/2022,Wednesday,سکه امامی,122870000,122380000
1400-11-07,1/27/2022,Thursday,سکه امامی,122860000,122860000
1400-11-08,1/28/2022,Friday,سکه امامی,124120000,122280000
1400-11-09,1/29/2022,Saturday,سکه امامی,123020000,121880000
1400-11-10,1/30/2022,Sunday,سکه امامی,122370000,120730000
1400-11-11,1/31/2022,Monday,سکه امامی,121670000,121180000
1400-11-12,2/1/2022,Tuesday,سکه امامی,121210000,120680000
1400-11-13,2/2/2022,Wednesday,سکه امامی,121670000,121130000
1400-11-14,2/3/2022,Thursday,سکه امامی,121180000,121180000
1400-11-15,2/4/2022,Friday,سکه امامی,119820000,117430000
1400-11-16,2/5/2022,Saturday,سکه امامی,119370000,117130000
1400-11-17,2/6/2022,Sunday,سکه امامی,119070000,117980000
1400-11-18,2/7/2022,Monday,سکه امامی,117720000,115580000
1400-11-19,2/8/2022,Tuesday,سکه امامی,117020000,115730000
1400-11-20,2/9/2022,Wednesday,سکه امامی,116870000,116080000
1400-11-21,2/10/2022,Thursday,سکه امامی,116290000,116290000
1400-11-22,2/11/2022,Friday,سکه امامی,119920000,118580000
1400-11-23,2/12/2022,Saturday,سکه امامی,121670000,119780000
1400-11-24,2/13/2022,Sunday,سکه امامی,121370000,120080000
1400-11-26,2/15/2022,Tuesday,سکه امامی,120920000,118980000
1400-11-27,2/16/2022,Wednesday,سکه امامی,119720000,118730000
1400-11-29,2/18/2022,Friday,سکه امامی,118570000,117330000
1400-11-30,2/19/2022,Saturday,سکه امامی,117520000,116380000
1400-12-01,2/20/2022,Sunday,سکه امامی,117620000,116480000
1400-12-02,2/21/2022,Monday,سکه امامی,119120000,118080000
1400-12-03,2/22/2022,Tuesday,سکه امامی,119020000,118080000
1400-12-04,2/23/2022,Wednesday,سکه امامی,122220000,120280000
1400-12-05,2/24/2022,Thursday,سکه امامی,121690000,121690000
1400-12-06,2/25/2022,Friday,سکه امامی,120170000,118730000
1400-12-07,2/26/2022,Saturday,سکه امامی,120170000,119080000
1400-12-08,2/27/2022,Sunday,سکه امامی,120320000,119480000
1400-12-09,2/28/2022,Monday,سکه امامی,120180000,120180000
1400-12-10,3/1/2022,Tuesday,سکه امامی,120620000,119330000
1400-12-11,3/2/2022,Wednesday,سکه امامی,120220000,119330000
1400-12-12,3/3/2022,Thursday,سکه امامی,119720000,119720000
1400-12-13,3/4/2022,Friday,سکه امامی,120170000,118730000
1400-12-14,3/5/2022,Saturday,سکه امامی,119320000,118280000
1400-12-15,3/6/2022,Sunday,سکه امامی,120870000,118930000
1400-12-16,3/7/2022,Monday,سکه امامی,124220000,121480000
1400-12-17,3/8/2022,Tuesday,سکه امامی,123820000,121880000
1400-12-18,3/9/2022,Wednesday,سکه امامی,122220000,120980000
1400-12-19,3/10/2022,Thursday,سکه امامی,122110000,122110000
1400-12-20,3/11/2022,Friday,سکه امامی,123920000,121980000
1400-12-21,3/12/2022,Saturday,سکه امامی,125620000,123030000
1400-12-22,3/13/2022,Sunday,سکه امامی,125320000,124180000
1400-12-23,3/14/2022,Monday,سکه امامی,125720000,123480000
1400-12-24,3/15/2022,Tuesday,سکه امامی,124520000,123780000
1400-12-25,3/16/2022,Wednesday,سکه امامی,124120000,123180000
1400-12-26,3/17/2022,Thursday,سکه امامی,124080000,124080000
1401-01-05,3/25/2022,Friday,سکه امامی,123770000,123730000
1401-01-06,3/26/2022,Saturday,سکه امامی,124020000,123230000
1401-01-07,3/27/2022,Sunday,سکه امامی,124720000,124480000
1401-01-08,3/28/2022,Monday,سکه امامی,124520000,123980000
1401-01-09,3/29/2022,Tuesday,سکه امامی,124820000,124480000
1401-01-10,3/30/2022,Wednesday,سکه امامی,125220000,124780000
1401-01-11,3/31/2022,Thursday,سکه امامی,125190000,125190000
1401-01-13,4/2/2022,Saturday,سکه امامی,125020000,123930000
1401-01-14,4/3/2022,Sunday,سکه امامی,125220000,124180000
1401-01-15,4/4/2022,Monday,سکه امامی,127020000,125580000
1401-01-16,4/5/2022,Tuesday,سکه امامی,128380000,126080000
1401-01-17,4/6/2022,Wednesday,سکه امامی,138970000,127590000
1401-01-18,4/7/2022,Thursday,سکه امامی,128160000,128160000
1401-01-19,4/8/2022,Friday,سکه امامی,129180000,127990000
1401-01-20,4/9/2022,Saturday,سکه امامی,131680000,128700000
1401-01-21,4/10/2022,Sunday,سکه امامی,132810000,131270000
1401-01-22,4/11/2022,Monday,سکه امامی,134080000,131470000
1401-01-23,4/12/2022,Tuesday,سکه امامی,131680000,130650000
1401-01-24,4/13/2022,Wednesday,سکه امامی,131780000,130500000
1401-01-25,4/14/2022,Thursday,سکه امامی,130920000,130920000
1401-01-26,4/15/2022,Friday,سکه امامی,133230000,130350000
1401-01-27,4/16/2022,Saturday,سکه امامی,134180000,133150000
1401-01-28,4/17/2022,Sunday,سکه امامی,135270000,131600000
1401-01-29,4/18/2022,Monday,سکه امامی,132130000,130400000
1401-01-30,4/19/2022,Tuesday,سکه امامی,131430000,129900000
1401-01-31,4/20/2022,Wednesday,سکه امامی,132130000,131100000
1401-02-01,4/21/2022,Thursday,سکه امامی,131690000,131690000
1401-02-03,4/23/2022,Saturday,سکه امامی,131530000,130400000
1401-02-04,4/24/2022,Sunday,سکه امامی,130630000,129200000
1401-02-05,4/25/2022,Monday,سکه امامی,131730000,129900000
1401-02-06,4/26/2022,Tuesday,سکه امامی,131630000,130620000
1401-02-07,4/27/2022,Wednesday,سکه امامی,131630000,130420000
1401-02-08,4/28/2022,Thursday,سکه امامی,131490000,131490000
1401-02-09,4/29/2022,Friday,سکه امامی,131520000,130620000
1401-02-10,4/30/2022,Saturday,سکه امامی,131630000,130620000
1401-02-11,5/1/2022,Sunday,سکه امامی,131630000,130920000
1401-02-12,5/2/2022,Monday,سکه امامی,131050000,131050000
1401-02-14,5/4/2022,Wednesday,سکه امامی,132230000,131420000
1401-02-15,5/5/2022,Thursday,سکه امامی,131940000,131940000
1401-02-16,5/6/2022,Friday,سکه امامی,134330000,132420000
1401-02-17,5/7/2022,Saturday,سکه امامی,133930000,132920000
1401-02-18,5/8/2022,Sunday,سکه امامی,133730000,132920000
1401-02-19,5/9/2022,Monday,سکه امامی,135820000,133130000
1401-02-21,5/11/2022,Wednesday,سکه امامی,139830000,134920000
1401-02-21,5/11/2022,Wednesday,سکه امامی,148130000,134020000
1401-02-22,5/12/2022,Thursday,سکه امامی,147950000,147950000
1401-02-23,5/13/2022,Friday,سکه امامی,144630000,140920000
1401-02-24,5/14/2022,Saturday,سکه امامی,145130000,140920000
1401-02-25,5/15/2022,Sunday,سکه امامی,145130000,141920000
1401-02-26,5/16/2022,Monday,سکه امامی,143130000,141620000
1401-02-27,5/17/2022,Tuesday,سکه امامی,142130000,141300000
1401-02-28,5/18/2022,Wednesday,سکه امامی,141120000,140410000
1401-02-29,5/19/2022,Thursday,سکه امامی,140920000,140710000
1401-02-30,5/20/2022,Friday,سکه امامی,143290000,140920000
1401-02-31,5/21/2022,Saturday,سکه امامی,145620000,143710000
1401-03-01,5/22/2022,Sunday,سکه امامی,145320000,143410000
1401-03-02,5/23/2022,Monday,سکه امامی,145120000,142420000
1401-03-03,5/24/2022,Tuesday,سکه امامی,145050000,142750000
1401-03-04,5/25/2022,Wednesday,سکه امامی,145850000,144450000
1401-03-06,5/27/2022,Friday,سکه امامی,147350000,146430000
1401-03-07,5/28/2022,Saturday,سکه امامی,148820000,146430000
1401-03-08,5/29/2022,Sunday,سکه امامی,152530000,148730000
1401-03-09,5/30/2022,Monday,سکه امامی,152250000,149900000
1401-03-10,5/31/2022,Tuesday,سکه امامی,154750000,149900000
1401-03-11,6/1/2022,Wednesday,سکه امامی,155550000,152600000
1401-03-12,6/2/2022,Thursday,سکه امامی,153020000,153020000
1401-03-15,6/5/2022,Sunday,سکه امامی,151550000,149400000
1401-03-16,6/6/2022,Monday,سکه امامی,151750000,148120000
1401-03-17,6/7/2022,Tuesday,سکه امامی,149530000,149150000
1401-03-18,6/8/2022,Wednesday,سکه امامی,155730000,154730000
1401-03-19,6/9/2022,Thursday,سکه امامی,149450000,149450000
1401-03-20,6/10/2022,Friday,سکه امامی,157700000,155150000
1401-03-21,6/11/2022,Saturday,سکه امامی,164014000,163250000
1401-03-22,6/12/2022,Sunday,سکه امامی,162100000,158720000
1401-03-23,6/13/2022,Monday,سکه امامی,161140000,155460000
1401-03-24,6/14/2022,Tuesday,سکه امامی,155500000,150350000
1401-03-25,6/15/2022,Wednesday,سکه امامی,151400000,150850000
1401-03-26,6/16/2022,Thursday,سکه امامی,151380000,151380000
1401-03-27,6/17/2022,Friday,سکه امامی,156050000,152400000
1401-03-28,6/18/2022,Saturday,سکه امامی,156540000,153900000
1401-03-29,6/19/2022,Sunday,سکه امامی,154970000,153970000
1401-03-30,6/20/2022,Monday,سکه امامی,155370000,153970000
1401-03-31,6/21/2022,Tuesday,سکه امامی,156170000,154970000
1401-04-01,6/22/2022,Wednesday,سکه امامی,155670000,155470000
1401-04-02,6/23/2022,Thursday,سکه امامی,155590000,155590000
1401-04-03,6/24/2022,Friday,سکه امامی,156170000,152470000
1401-04-04,6/25/2022,Saturday,سکه امامی,151070000,146970000
1401-04-05,6/26/2022,Sunday,سکه امامی,147630000,142220000
1401-04-06,6/27/2022,Monday,سکه امامی,144620000,143420000
1401-04-07,6/28/2022,Tuesday,سکه امامی,146470000,143670000
1401-04-08,6/29/2022,Wednesday,سکه امامی,156650000,145950000
1401-04-09,6/30/2022,Thursday,سکه امامی,156020000,156020000
1401-04-10,7/1/2022,Friday,سکه امامی,157220000,155450000
1401-04-11,7/2/2022,Saturday,سکه امامی,156750000,153350000
1401-04-12,7/3/2022,Sunday,سکه امامی,153100000,148500000
1401-04-13,7/4/2022,Monday,سکه امامی,152590000,149950000
1401-04-14,7/5/2022,Tuesday,سکه امامی,151590000,148300000
1401-04-15,7/6/2022,Wednesday,سکه امامی,150600000,148250000
1401-04-16,7/7/2022,Thursday,سکه امامی,150100000,149980000
1401-04-17,7/8/2022,Friday,سکه امامی,151600000,149450000
1401-04-18,7/9/2022,Saturday,سکه امامی,150350000,150200000
1401-04-19,7/10/2022,Sunday,سکه امامی,152900000,150200000
1401-04-20,7/11/2022,Monday,سکه امامی,150240000,149950000
1401-04-21,7/12/2022,Tuesday,سکه امامی,150600000,149450000
1401-04-22,7/13/2022,Wednesday,سکه امامی,151300000,150650000
1401-04-23,7/14/2022,Thursday,سکه امامی,150770000,150770000
1401-04-24,7/15/2022,Friday,سکه امامی,152250000,149400000
1401-04-25,7/16/2022,Saturday,سکه امامی,151000000,148750000
1401-04-26,7/17/2022,Sunday,سکه امامی,150610000,150610000
1401-04-27,7/18/2022,Monday,سکه امامی,150640000,148700000
1401-04-28,7/19/2022,Tuesday,سکه امامی,149400000,147950000
1401-04-29,7/20/2022,Wednesday,سکه امامی,148850000,147100000
1401-04-30,7/21/2022,Thursday,سکه امامی,148100000,148100000
1401-04-31,7/22/2022,Friday,سکه امامی,150140000,149300000
1401-05-01,7/23/2022,Saturday,سکه امامی,149850000,148760000
1401-05-02,7/24/2022,Sunday,سکه امامی,148850000,147350000
1401-05-03,7/25/2022,Monday,سکه امامی,149000000,147800000
1401-05-04,7/26/2022,Tuesday,سکه امامی,149300000,148110000
1401-05-05,7/27/2022,Wednesday,سکه امامی,150150000,148420000
1401-05-06,7/28/2022,Thursday,سکه امامی,148580000,148580000
1401-05-07,7/29/2022,Friday,سکه امامی,150490000,149810000
1401-05-08,7/30/2022,Saturday,سکه امامی,150300000,148250000
1401-05-09,7/31/2022,Sunday,سکه امامی,148870000,147650000
1401-05-10,8/1/2022,Monday,سکه امامی,149350000,148000000
1401-05-11,8/2/2022,Tuesday,سکه امامی,148400000,146860000
1401-05-12,8/3/2022,Wednesday,سکه امامی,148950000,147500000
1401-05-13,8/4/2022,Thursday,سکه امامی,148620000,148620000
1401-05-14,8/5/2022,Friday,سکه امامی,149100000,147850000
1401-05-15,8/6/2022,Saturday,سکه امامی,148060000,148060000
1401-05-17,8/8/2022,Monday,سکه امامی,149700000,147860000
1401-05-18,8/9/2022,Tuesday,سکه امامی,148590000,146650000
1401-05-19,8/10/2022,Wednesday,سکه امامی,149140000,147150000
1401-05-20,8/11/2022,Thursday,سکه امامی,148900000,148900000
1401-05-21,8/12/2022,Friday,سکه امامی,148650000,143810000
1401-05-22,8/13/2022,Saturday,سکه امامی,143900000,140350000
1401-05-23,8/14/2022,Sunday,سکه امامی,142900000,139500000
1401-05-24,8/15/2022,Monday,سکه امامی,142050000,140000000
1401-05-25,8/16/2022,Tuesday,سکه امامی,140400000,136250000
1401-05-26,8/17/2022,Wednesday,سکه امامی,137340000,136400000
1401-05-27,8/18/2022,Thursday,سکه امامی,137130000,137130000
1401-05-28,8/19/2022,Friday,سکه امامی,135950000,127300000
1401-05-29,8/20/2022,Saturday,سکه امامی,133680000,124710000
1401-05-30,8/21/2022,Sunday,سکه امامی,140430000,133450000
1401-05-31,8/22/2022,Monday,سکه امامی,138050000,135450000
1401-06-01,8/23/2022,Tuesday,سکه امامی,137390000,134570000
1401-06-02,8/24/2022,Wednesday,سکه امامی,140050000,137200000
1401-06-03,8/25/2022,Thursday,سکه امامی,139310000,139310000
1401-06-04,8/26/2022,Friday,سکه امامی,142050000,138750000
1401-06-05,8/27/2022,Saturday,سکه امامی,140450000,137550000
1401-06-06,8/28/2022,Sunday,سکه امامی,138850000,136210000
1401-06-07,8/29/2022,Monday,سکه امامی,137600000,135350000
1401-06-08,8/30/2022,Tuesday,سکه امامی,137950000,136450000
